language,discipline,adjective,total_count,affect_count,judgement_count,appreciation_count,ambiguous_count,p_affect,p_judgement,p_appreciation,example_affect,example_judgement,example_appreciation,example_ambiguous
en,Edu,new,56,0,0,0,56,0.0,0.0,0.0,,,,"And these are n't new ideas -- there were experiments in Winnetka , Illinois , 100 years ago , where they did mastery - based learning and saw great results , but they said it would n't scale because it was logistically difficult . || All this new productivity is happening because of this technology , but who participates in it ? || And there , Mr. Teszler began all over again and once again achieved immense success , especially after he invented the process for manufacturing a new fabric called double - knit . || He also received a visit from the leader of the black community , a minister , who said , "" Mr. Teszler , I sure hope you 're going to hire some black workers for this new plant of yours . "" || He had installed the heavy equipment for his new process in an abandoned store in the vicinity of Kings Mountain , and for two months these 16 men would live and work together , mastering the new process ."
en,Edu,more,53,1,1,2,49,0.25,0.25,0.5,"Social justice should be a part of the mission of every school and every teacher in America , if we want "" liberty and justice for all "" to be more than a slogan ... because schools are crucial places for children to become active citizens and to learn the skills and the tools that they need to change the world .",But it 's more than that .,Play is more than just fun || Now this theory was of more than just intellectual interest to me .,"A goal I had there was to draw more people in to work on those problems , because I think there are some very important problems that do n't get worked on naturally . || Over the past century , average lifespan has more than doubled . || Five years ago , 135 million children were born -- so , more -- and less than 10 million of them died before the age of five . || For example , there 's more money put into baldness drugs than are put into malaria . || First of all , there 's a lot more testing going on , and that 's given us the picture of where we are ."
en,Edu,many,48,0,0,0,48,0.0,0.0,0.0,,,,"By the time they got to algebra , they had so many gaps in their knowledge they could n't engage with it . || "" Jó napot , pacák "" I said somebody here must surely know , because despite the fact that there are n't that many Hungarians to begin with , and the further fact that , so far as I know , there 's not a drop of Hungarian blood in my veins , at every critical juncture of my life there has been a Hungarian friend or mentor there beside me . || And as a consequence of that presumption , my hometown was burned to the ground by an invading army , an experience that has befallen many a Hungarian town and village throughout its long and troubled history . || I thought my skein of Hungarian mentors had come to an end , but almost immediately I met Francis Robicsek , a Hungarian doctor -- actually a heart surgeon in Charlotte , North Carolina , then in his late seventies -- who had been a pioneer in open - heart surgery , and , tinkering away in his garage behind his house , had invented many of the devices that are standard parts of those procedures . || Because the road map to get rid of this disease involves many things ."
en,Edu,high,42,2,0,3,37,0.4,0.0,0.6,"It involves communicators to keep the funding high , to keep the visibility high , to tell the success stories .",,"The teacher was running around , and the energy level was high . || The higher the IQ , the more likely they were to give up . || I graduated from Philadelphia public schools , and I went on to teach special education for 20 years in a low - income , low - performing school in North Philadelphia , where crime is rampant and deep poverty is among the highest in the nation .","I labored in that vineyard for a quarter century before making my way to a little kingdom of the just in upstate South Carolina , a Methodist - affiliated institution of higher learning called Wofford College . || He went to the commercial business high school as a young man in Budapest , and there he was as smart as he was modest and he enjoyed a considerable success . || He had friends in high places who assured him that he was of great value to the economy . || Over 30 percent of kids never finish high school . || And even if you graduate from high school , if you 're low - income , you have less than a 25 percent chance of ever completing a college degree ."
en,Edu,first,41,0,0,0,41,0.0,0.0,0.0,,,,"A lot of them were having trouble with math at first , because they had all of these gaps accumulated in their learning . || That 's a C. Let 's build the first floor . "" || I knew nothing about Wofford and even less about Methodism , but I was reassured on the first day that I taught at Wofford College to find , among the auditors in my classroom , a 90 - year - old Hungarian , surrounded by a bevy of middle - aged European women who seemed to function as an entourage of Rhinemaidens . || And two months later when the main plant opened and hundreds of new workers , white and black , poured in to see the facility for the first time , they were met by the 16 foremen , white and black , standing shoulder to shoulder . || And on the first occasion that I visited his house , he gave me honor of deciding what piece of music we would listen to ."
en,Edu,little,33,0,0,0,33,0.0,0.0,0.0,,,,"And because of that , at some point they got to an algebra class and they might have been a little bit shaky on some of the pre-algebra , and because of that , they thought they did n't have the math gene . || Or they 'd get to a calculus class , and they 'd be a little bit shaky on the algebra . || They 're a little edgier than that . || But then the comments got a little more intense , student after student saying that they had grown up not liking math . || But when they were a bit older , they took a little agency and decided to engage ."
en,Edu,own,32,0,0,0,32,0.0,0.0,0.0,,,,"To actually do it , every student would be on their own track . || Students see an explanation at their own time and pace ? || But what if that estimate is just based on your own experience in a non-mastery framework , your own experience with yourself or observing your peers , where you 're being pushed at this set pace through classes , accumulating all these gaps ? || And of course , from time to time Hungarians have invented their own equivalent of the Klan . || Not long before Mr. Teszler ’s own death at the age of 97 , he heard me hold forth on human iniquity ."
en,Edu,great,31,0,1,2,28,0.0,0.3333,0.6667,,"And I 'm not alone : so many women I talk to tell me that they gravitate towards careers and professions that they know they 're going to be great in , that they know they 're going to be perfect in , and it 's no wonder why .","Now , a lot of skeptics might say , well , hey , this is all great , philosophically , this whole idea of mastery - based learning and its connection to mindset , students taking agency over their learning . || Women are great , yep , absolutely .","You say , "" Great ! || Great , that 's a D - plus . || And these are n't new ideas -- there were experiments in Winnetka , Illinois , 100 years ago , where they did mastery - based learning and saw great results , but they said it would n't scale because it was logistically difficult . || They might say , "" Well , with a great education system , maybe 20 or 30 percent . "" || A lot of you might say , "" Well , with a great education system , maybe 20 , 30 percent . """
en,Edu,right,28,4,4,3,17,0.3636,0.3636,0.2727,"Now , we put a lot of money into education , and I really think that education is the most important thing to get right for the country to have as strong a future as it should have . || I think people are beginning to recognize how important this is , and it really can make a difference for millions of lives , if we get it right . || We immediately see in our program our girls ' fear of not getting it right , of not being perfect . || And fundamentally , it 's a story about how starting as very small children and continuing out all the way to the greatest accomplishments of our culture , we get the world right .","She tried , she came close , but she did n't get it exactly right . || Twain meant it as a joke , of course , but he 's right : || But male role models for boys that say it 's all right to be smart -- they 've got dads , they 've got pastors , they 've got Cub Scout leaders , but ultimately , six hours a day , five days a week they 're spending in a classroom , and most of those classrooms are not places where men exist . || You see , Ashley was right , and not just about her school .","But on election day , the polls were right , and I only got 19 percent of the vote , and the same papers that said I was a rising political star now said I wasted 1.3 million dollars on 6,321 votes . || I was a little nervous because maybe the data would n't be right , but I 've done this now for 30 years , and it has stayed on this exponential progression . || But that was really right on schedule .","And it 's important to realize that not only will this make the student learn their exponents better , but it 'll reinforce the right mindset muscles . || That is , the market does not drive the scientists , the communicators , the thinkers , the governments to do the right things . || If you go into a country with the right tools and the right way , you do it vigorously , you can actually get a local eradication . || Governments do n't naturally pick these things in the right way . || If we 've got them wired up with an electroencephalogram , the right brain of each of them becomes attuned , so that the joyful emergence of this earliest of play scenes and the physiology of that is something we 're beginning to get a handle on ."
en,Edu,different,28,0,0,1,27,0.0,0.0,1.0,,,And the whole spirit and attitude in those schools is very different than in the normal public schools .,"The teacher had to give different worksheets to every student , give on - demand assessments . || Now let me turn to a second question , a fairly different question , but I 'd say equally important . || This chart takes four different factors and says how much do they explain teaching quality . || This is a courtyard in Europe , and a mixture of 124 different kinds of play . || Found that when he looked at a playground out of a window into which he had been confined , he felt something different ."
en,Edu,old,27,5,2,1,19,0.625,0.25,0.125,"As far as I could tell at eleven or twelve years old , like , people with good jobs woke up very early in the morning , || I tell you the story of how I ran for Congress because I was 33 years old and it was the first time in my entire life that I had done something that was truly brave , where I did n't worry about being perfect . || We can not wait for them to learn how to be brave like I did when I was 33 years old . || We are first asked the question "" What do you want to be when you grow up ? "" when we 're about five years old . || But this question gets asked of us again and again as we get older in various forms -- for instance , high school students might get asked what major they 're going to pick in college .","But when they were a bit older , they took a little agency and decided to engage . || We want our babies to read when they are six months old .","When that mother and infant lock eyes , and the infant 's old enough to have a social smile , what happens -- spontaneously -- is the eruption of joy on the part of the mother .","I knew nothing about Wofford and even less about Methodism , but I was reassured on the first day that I taught at Wofford College to find , among the auditors in my classroom , a 90 - year - old Hungarian , surrounded by a bevy of middle - aged European women who seemed to function as an entourage of Rhinemaidens . || He had been born in 1903 in the provinces of the old Austro - Hungarian Empire , in what later would become Yugoslavia . || And further , I should invite him to meet my oldest trustee , who had majored in French history at Yale some 70 - odd years before and , at 89 , still ruled the world 's largest privately owned textile empire with an iron hand . || These people -- in my , symbol - obsessed , twelve year - old imagination -- these people who are strangling themselves as one of the first things they do each morning , they ca n't possibly be happy . || And I said earlier that YouTube is like a classroom to me , and in many ways it is , because here is the instructor -- it 's like the old - fashioned classroom : here 's the instructor , and then beneath the instructor are the students , and they 're all having a conversation ."
en,Edu,important,26,1,1,6,18,0.125,0.125,0.75,"Now let me turn to a second question , a fairly different question , but I 'd say equally important .","So play is practical , and it 's very important .","Let 's start with why this is important . || I think people are beginning to recognize how important this is , and it really can make a difference for millions of lives , if we get it right . || If its purpose is more important than the act of doing it , it 's probably not play . || That says to me , at least in rats -- and I think they have the same neurotransmitters that we do and a similar cortical architecture -- that play may be pretty important for our survival . || The more powerful our reach , the more important the question "" About what ? ""","And it 's important to realize that not only will this make the student learn their exponents better , but it 'll reinforce the right mindset muscles . || A goal I had there was to draw more people in to work on those problems , because I think there are some very important problems that do n't get worked on naturally . || Now , we put a lot of money into education , and I really think that education is the most important thing to get right for the country to have as strong a future as it should have . || A really important part of being a player is imaginative solo play . || You know , you can tell -- and I think when we 're getting into collective play , its really important for groups to gain a sense of safety through their own sharing of play signals ."
en,Edu,most,25,0,0,0,25,0.0,0.0,0.0,,,,"Most of the comments are not "" Thank you . "" || But what we point out -- this is not the way a traditional academic model is structured , the type of academic model that most of us grew up in . || It 's not a typical mindset for most Americans , but it is perforce typical of virtually all Hungarians . || 1945 , it 's still most places . || 1970 , the U.S. and most of Europe have gotten rid of it ."
en,Edu,few,25,0,0,0,25,0.0,0.0,0.0,,,,""" Jó napot , pacák "" Which , as somebody here must surely know , means "" What 's up , guys ? "" in Magyar , that peculiar non-Indo - European language spoken by Hungarians for which , given the fact that cognitive diversity is at least as threatened as biodiversity on this planet , few would have imagined much of a future even a century or two ago . || And the key reason we were able to it was not only rising incomes but also a few key breakthroughs : vaccines that were used more widely . || Well there 's only a few diseases that account for the vast majority of those deaths : diarrhea , pneumonia and malaria . || So we 've come up with a few new things . || Now , there are a few places -- very few -- where great teachers are being made ."
en,Edu,human,24,0,1,0,23,0.0,1.0,0.0,,"I think these are all important stories , and they have a lot to tell us about what it means to be human , but I want you to note that today I told you a very different story .",,"At the base of the pyramid , you needed human labor . || Not long before Mr. Teszler ’s own death at the age of 97 , he heard me hold forth on human iniquity . || I delivered a lecture in which I described history as , on the whole , a tidal wave of human suffering and brutality , || and Mr. Teszler came up to me afterwards with gentle reproach and said , "" You know , Doctor , human beings are fundamentally good . "" || And it lay precisely in that insatiable curiosity , that irrepressible desire to know , no matter what the subject , no matter what the cost , even at a time when the keepers of the Doomsday Clock are willing to bet even money that the human race wo n't be around to imagine anything in the year 2100 , a scant 93 years from now ."
en,Edu,same,23,0,1,1,21,0.0,0.5,0.5,,"The really interesting question is what happens when we show babies exactly the same thing , and we can ensure it 's exactly the same because we have a secret compartment and we actually pull the balls from there , but this time , all we change is the apparent population from which that evidence was drawn .",The world they had learned about while in utero was not the same as the world into which they were born .,"In a traditional academic model , we group students together , usually by age , and around middle school , by age and perceived ability , and we shepherd them all together at the same pace . || Same thing . || And in a twist you would not believe in a Steven Spielberg film -- the Gauleiter who was overseeing this brutal beating was the very same thief who had stolen socks from Mr. Teszler 's hosiery mill . || He got the same answer : || They toured the facility and were asked if there were any questions , and inevitably the same question arose :"
en,Edu,social,23,0,0,0,23,0.0,0.0,0.0,,,,"I think it 's a social imperative . || It involves social scientists , so we know how to get not just 70 percent of the people to use the bed nets , but 90 percent . || When that mother and infant lock eyes , and the infant 's old enough to have a social smile , what happens -- spontaneously -- is the eruption of joy on the part of the mother . || If you want to belong , you need social play . || And social play is part of what we 're about here today , and is a byproduct of the play scene ."
en,Edu,much,20,0,1,0,19,0.0,1.0,0.0,,"But eventually this sense of boredom , this feeling of , like , yeah , I got this , this is n't challenging anymore -- it would get to be too much .",,"I do n't know how much time you all spend on YouTube . || "" Jó napot , pacák "" Which , as somebody here must surely know , means "" What 's up , guys ? "" in Magyar , that peculiar non-Indo - European language spoken by Hungarians for which , given the fact that cognitive diversity is at least as threatened as biodiversity on this planet , few would have imagined much of a future even a century or two ago . || And only by paying attention to these things and having brilliant people who care and draw other people in can we make as much progress as we need to . || And so this leads to the paradox that because the disease is only in the poorer countries , it does n't get much investment . || And we hooked up with some people studying how much variation is there between teachers , between , say , the top quartile -- the very best -- and the bottom quartile ."
en,Ent,good,64,12,8,7,37,0.4444,0.2963,0.2593,"This is a piece of graffiti in my old neighborhood in Berkeley , California , where I did my PhD on why we 're better in games than we are in real life . || We feel that we are not as good in reality as we are in games . || I do n't mean just good as in successful , although that 's part of it . || But I also mean good as in motivated to do something that matters -- inspired to collaborate and to cooperate . || We will be as good at whatever we do as the greatest people in the world .","It 's just better than reality . || Nobody wants to change how they live , just because it 's good for the world , or because we 're supposed to . || I think Margaret Mead said it best . || Stories are inevitable , if they 're good , but they 're not predictable . || But then it gets better .","That 's not good . || A lot of them are actually pretty good . || We want to be able to build technological artifacts that are maybe good for the world . || And if it 's the case that we can reach that level of complexity , if our ability to program molecules gets to be that good , then that will truly be magic . || So , the big question is , "" What exactly are gamers getting so good at ? ""","If you get a little baby , and you abuse it verbally , its little brain sends out chemicals that are so destructive that the little part of its brain that can tell good from bad just does n't grow , so you might have yourself a homegrown psychotic . || Okay , let me just say , there 's some good news . || There is some good news . || And in that moment of openness , a good social justice comedian can stick in a whole bunch of information , and if they 're really skilled , a rectal exam . || Now , the posters were truly offensive , not to mentioned poorly designed -- I mean , if you 're going to be bigoted , you might as well use a better font ."
en,Ent,little,49,0,0,0,49,0.0,0.0,0.0,,,,"You know that when you have those abusive voices , all those little neurons get together and in that little gap you get a real toxic "" I want to kill myself "" kind of chemical , and if you have that over and over again on a loop tape , you might have yourself depression . || If you get a little baby , and you abuse it verbally , its little brain sends out chemicals that are so destructive that the little part of its brain that can tell good from bad just does n't grow , so you might have yourself a homegrown psychotic . || I 'd like to talk a little bit more about the brain , because I know you like that here at TED , so if you just give me a minute here , okay . || We started off as a teeny , teeny little one - celled amoeba , tiny , just sticking onto a rock , and now , voila , the brain . || This little baby has a lot of horsepower ."
en,Ent,same,43,0,4,4,35,0.0,0.5,0.5,,"Film , it 's an incredible medium , but essentially , it 's the same now as it was then . It 's a group of rectangles that are played in a sequence . And we 've done incredible things with those rectangles . || They are the same , as far as your eye is concerned . || They are the same . Okay ? || So they are physically the same .","I want you to first notice that those two desert scenes are physically the same . || Whereas on the right , the two tiles look nearly the same . || The physical reality is that those two tiles are the same . || Now , some of you will have noticed that the consequence is that the light coming through those middle nine on the right , or your left , is exactly the same as the light coming through the middle nine on your right .","We trust that they will spend their time with us , that they will play by the same rules , value the same goal , stay with the game until it 's over . || But recently , DNA evidence has shown that the Etruscans , who then led to the Roman Empire , actually share the same DNA as the ancient Lydians . || He reaches up , takes another armful of gravel , releases it -- chk chk chk chk chk ! -- same thing . || But you go back to the same vent eight years later and it can be completely dead . || Five years later , come back , and that same bay is now gorgeous ."
en,Ent,real,38,0,1,1,36,0.0,0.5,0.5,,"The oil shortage is fictional , but we put enough online content out there for you to believe that it 's real , and to live your real life as if we 've run out of oil .","I 'm not joking , you know , this stage fright is real . And if I 'm up here trembling and singing , well , you 'll know how I feel . And the mistake I 'd be making , the tremolo caused by my whole body shaking . As you sit there feeling embarrassed for me , well , you do n't have to be . Well , maybe just a little bit . And maybe I 'll try to imagine you all without clothes . But singing in front of all naked strangers scares me more than anyone knows . Not to discuss this at length , but my body image was never my strength . So frankly , I wish that you all would get dressed , I mean , you 're not even really naked . And I 'm the one with the problem . And you tell me , do n't worry so much , you 'll be great . But I 'm the one living with me and I know how I get . Your advice is gentle but late . If not just a bit patronizing . And that sarcastic tone does n't help me when I sing . But we should n't talk about these things right now , really , I 'm up on stage , and you 're in the crowd .","Because , you know , the one thing , one thing that you get with this disease , this one comes with a package , is you get a real sense of shame , because your friends go , "" Oh come on , show me the lump , show me the x - rays , "" and of course you 've got nothing to show , so you 're , like , really disgusted with yourself because you 're thinking , "" I 'm not being carpet - bombed . || You know that when you have those abusive voices , all those little neurons get together and in that little gap you get a real toxic "" I want to kill myself "" kind of chemical , and if you have that over and over again on a loop tape , you might have yourself depression . || We love the idea that words , when pronounced , are little more than pure information , but they evoke physical action in the real world that helps us do work . || We do this for real , in the test tube . || I 've been making games online now for 10 years , and my goal for the next decade is to try to make it as easy to save the world in real life as it is to save the world in online games ."
en,Ent,first,36,0,0,0,36,0.0,0.0,0.0,,,,"First of all , let me say , we 've come a long , long way . || One of my first questions doing this was : || The first thing is whenever you show up in one of these online games , especially in World of Warcraft , there are lots and lots of different characters who are willing to trust you with a world - saving mission , right away . || That was the first upright primate . || First of all , for children in the United States , 10,080 hours is the exact amount of time you will spend in school , from fifth grade to high school graduation , if you have perfect attendance ."
en,Ent,more,35,0,1,2,32,0.0,0.3333,0.6667,,"These are out there , but it 's more of the personal that interests me , and this is who I am .","We love the idea that words , when pronounced , are little more than pure information , but they evoke physical action in the real world that helps us do work . || Now , unfortunately this is more of the face that we see in everyday life now as we try to tackle urgent problems .","I 'd like to talk a little bit more about the brain , because I know you like that here at TED , so if you just give me a minute here , okay . || Grown - up Muslims can do more push-ups than baby Muslims . || Now , I have a plan for this , and it entails convincing more people , including all of you , to spend more time playing bigger and better games . || We do achieve more in game worlds . || They expect one billion more gamers in the next decade ."
en,Ent,right,33,1,1,5,26,0.1429,0.1429,0.7143,You do n't think I was right ?,It 's all right .,"Actually , that whole row is n't right . || So that was kind of a clue that things were n't right . || What do you really care about that is n't right where you live ? || I do n't think what you did was right . || I like this version the best , because some of the boys are older and some are younger , and to me , this one , like Goldilocks 's porridge , is just right .","And let me tell you , America is majestic , right ? || But there 's variance within this group and it 's not efficient to go after all of them , right ? || There 's an ancient and universal concept that words have power , that spells exist , and that if we could only pronounce the right words , then -- whoosh ! -- you know , an avalanche would come and wipe out the hobbits , right ? || Raise your right hand . || They string them up in the right sequence , and then they send them back to you via FedEx ."
en,Ent,social,33,0,0,0,33,0.0,0.0,0.0,,,,"And I 'm also a social justice comedian , something that I insist is an actual job . || As a social justice comedian , it 's my goal to convert these haters , because they hate a lot of things , which leads to negative outcomes , like racism , violence and Ted Nugent . || This is the group I like to target with social justice comedy . || Why does social justice comedy work ? || And in that moment of openness , a good social justice comedian can stick in a whole bunch of information , and if they 're really skilled , a rectal exam ."
en,Ent,other,31,0,0,0,31,0.0,0.0,0.0,,,,"So I took to my bed for about a month , and when I woke up I found I was institutionalized , and when I saw the other inmates , I realized that I had found my people , my tribe . || How come every other organ in your body can get sick and you get sympathy , except the brain ? || When this amino - acid sequence gets pronounced as atoms , these little letters are sticky for each other . || They have compiled more information about World of Warcraft on the Internet than any other topic covered on any other wiki in the world . || Anyway , there we were , staring at each other , and he reaches down and grabs an armful of gravel and releases it in the jet of water entering the tank from the filtration system , and -- chk chk chk chk chk ! -- this gravel hits the front of the glass and falls down ."
en,Ent,old,25,5,0,0,20,1.0,0.0,0.0,"When I was four years old , I have a vivid memory of finding two pinpoint scars on my ankle and asking my dad what they were . || I was seven years old . And the tool that I used to access virtual reality was the Evel Knievel stunt cycle . || I am 12 years old . || This was an illustration about my camp experience when I was 11 years old , and how I went to a YMCA camp , Christian camp , and basically by the end , I had made my friends hate me so much that I hid in a bunk , They could n't find me , they sent a search party , and I overheard people saying they wish I had killed myself -- jumped off Bible Peak . || "" I am 23 years old .",,,"These guys like to hate via a seemingly nice organization , like a church or a nonprofit , and they oftentimes like to speak in an old - timey voice . || This is a piece of graffiti in my old neighborhood in Berkeley , California , where I did my PhD on why we 're better in games than we are in real life . || And the only people in there is a bartender and an old man nursing a beer . || And suddenly the old man turns to him and goes , "" You see this bar ? || It 's old - school demographics ."
en,Ent,next,24,0,0,0,24,0.0,0.0,0.0,,,,"The next category is the mission - oriented - bigot - whose - group - affiliation - gives - them - cover - for - hating hater . || I 've been making games online now for 10 years , and my goal for the next decade is to try to make it as easy to save the world in real life as it is to save the world in online games . || In fact , I believe that if we want to survive the next century on this planet , we need to increase that total dramatically . || If we want to solve problems like hunger , poverty , climate change , global conflict , obesity , I believe that we need to aspire to play games online for at least 21 billion hours a week , by the end of the next decade . || And this is the face that we need to see on millions of problem - solvers all over the world as we try to tackle the obstacles of the next century -- the face of someone who , against all odds , is on the verge of an epic win ."
en,Ent,big,24,0,1,1,22,0.0,0.5,0.5,,""" If it 's too big or too toxic for a landfill , deep six it ! ""","She 's drinking a glass of water that 's about that big to you and I , will do that about three times , then fly .","Now , I have a plan for this , and it entails convincing more people , including all of you , to spend more time playing bigger and better games . || So , the big question is , "" What exactly are gamers getting so good at ? "" || So , you all know Wikipedia , biggest wiki in the world . || Second biggest wiki in the world , with nearly 80,000 articles , is the World of Warcraft wiki . || So for the next world - saving game , we decided to aim higher -- bigger problem than just peak oil ."
en,Ent,amazing,23,0,0,8,15,0.0,0.0,1.0,,,"' Cause this is amazing ! "" || About four people probably read it , and they tell me , "" You have n't updated . "" I 'm probably going to get people telling me I have n't updated . But this is amazing , because I can go back to a day -- to April 2005 , and say , what was I doing this day ? || And that was amazing , to be able to know that we had empowered that , and that blogging was something that she felt comfortable doing , and the idea that blogging does n't have to be scary , that we do n't always have to be attack of the blogs , that we can be people who are open , and wanting to help and talk to people . || So this is pretty amazing , is n't it ? || And one day they featured a video of my band on the homepage , which was amazing -- we got a bunch of new fans .","This is an amazing story and adventure for you to go on . || We 've got all these amazing gamers , we 've got these games that are kind of pilots of what we might do , but none of them have saved the real world yet . || We have all these amazing superpowers : blissful productivity , the ability to weave a tight social fabric , this feeling of urgent optimism and the desire for epic meaning . || It was all I could do to hold onto this amazing creature . || Some of them would hold their ground , others would slink into the back of the tank and disappear in the rocks , and one in particular , this amazing animal ..."
en,Ent,new,22,0,0,0,22,0.0,0.0,0.0,,,,"We turned this into a movie , and then after the movie came out , a known hate group spent 300,000 dollars on an anti-Muslim poster campaign with the MTA -- that 's the New York City subway system . || So basically , what I 'm saying is a couple of dirt - bag comedians took on a major New York City agency and the comedians won . || Some of you have probably read Malcolm Gladwell 's new book "" Outliers , "" so you would have heard of his theory of success , the "" 10,000 hours "" theory of success . || They would leave Lydia , and they would go out in search of a new place to live , leaving behind just enough people to survive on the resources that were available , and hopefully to take their civilization somewhere else where they could thrive . || Now , they had half the civilization go off in search of a new world , so that 's where I get my 21 billion hours a week of game - play from ."
en,Ent,different,21,0,2,2,17,0.0,0.5,0.5,,"And it was different , but not worse off . || The next hundred years of infrastructure is on the way and it 's going to be different this time because of this -- because of the direct connection between the person who makes the thing and the person who likes the thing .","And that ephemeral nature of the hydrothermal vent community is n't really different from some of the areas that I 've seen in 35 years of traveling around , making films . || And film is this incredible medium that allows us to feel empathy for people that are very different than us and worlds completely foreign from our own .","For every one single neuron , you can actually have from 10,000 to 100,000 different connections or dendrites or whatever you want to call it , and every time you learn something , or you have an experience , that bush grows , you know , that bush of information . || So now the thing is , this is a different kind of spell . || The first thing is whenever you show up in one of these online games , especially in World of Warcraft , there are lots and lots of different characters who are willing to trust you with a world - saving mission , right away . || Then you realize that these animals all have different personalities : || And they had a lot of different techniques that they would use for foraging , but this particular one used vision ."
en,Ent,great,21,1,1,2,17,0.25,0.25,0.5,"And I thought , well , great .","And do n't get me wrong -- sometimes I loved it and it was great , but other times , I felt like I had been left alone to fend for myself .","So that 's great . || And this was great , and I saw people having an even deeper emotional reaction to this than the things that I had made in rectangles .","The ugly truth about Muslims : they have great frittata recipes . || So this is a very attractive idea , because we 're very lazy , like the Sorcerer 's Apprentice , or the world 's greatest computer programmer . || It 's based on this great cognitive - science research that says if we can master 10,000 hours of effortful study at anything by the age of 21 , we will be virtuosos at it . || We will be as good at whatever we do as the greatest people in the world . || The clues to a great story"
en,Ent,epic,20,0,0,0,20,0.0,0.0,0.0,,,,"This is a gamer who 's on the verge of something called an "" epic win . "" || An epic win is an outcome that is so extraordinarily positive , you had no idea it was even possible until you achieved it . || That 's an epic win . || This is a gamer on the verge of an epic win . || And this is the face that we need to see on millions of problem - solvers all over the world as we try to tackle the obstacles of the next century -- the face of someone who , against all odds , is on the verge of an epic win ."
en,Ent,long,18,0,0,1,17,0.0,0.0,1.0,,,You 've got black smokers going all over the place and chimneys that have tube worms that might be eight to 10 feet long .,"First of all , let me say , we 've come a long , long way . || Here we 've got a little bit of long - term memory , so , you know that night you want to forget , when you got really drunk ? || I decided to use a type of DNA origami , where you take a long strand of DNA and fold it into whatever shape or pattern you might want . || These short DNA sequences are what are going to fold the long strand into this shape that we want to make . || I mix them together , add a little bit of salt water , and then add this long strand I was telling you about , that I 've stolen from a virus ."
en,Ent,happy,18,4,5,2,7,0.3636,0.4545,0.1818,"It 's because we know , when we 're playing a game , that we 're actually happier working hard than we are relaxing , or hanging out . || I was n't happy with my job , because I was a designer , but I was n't being really stimulated . || I 'm just happy I was able to add it up to 100 , because that 's my skill set . || When I 'm happy , when I 'm sad , when I 'm bored , when I 'm stressed , I listen to and I create music .","I ca n't tell if she 's happy or sad , and I change my mind all the time . || And that lack of resolution , the lack of resolution in "" Girl with a Pearl Earring "" -- we do n't know if she 's happy or sad . || I 've written an entire novel about her , and I still do n't know if she 's happy or sad . || He 's not happy , and why is n't he happy ?","Your pets are happier than you are . || Your pupils dilate , your muscles contract , your Spidey sense tingles , basically your whole body is trigger - happy .","So kitty cat , meow , happy happy happy , human beings , screwed . || No songs , no "" I want "" moment , no happy village , no love story . || And the fax said , there should be songs , there should be an "" I want "" song , there should be a happy village song , there should be a love story and there should be a villain . || And then you find these things and you 're happy or unhappy . || They did n't have to feel bad for me because I was nervous , they could experience that with me , and we were all one big happy , nervous , uncomfortable family ."
en,Ent,many,18,0,0,0,18,0.0,0.0,0.0,,,,"How many of you know what I 'm talking about ? || How many do n't know what I 'm talking about ? || That 's one way . There are many ways of casting molecular spells using DNA . || Maybe too much time , considering how many urgent problems we have to solve in the real world . "" || And when we 're in game worlds , I believe that many of us become the best version of ourselves -- the most likely to help at a moment 's notice , the most likely to stick with a problem as long at it takes , to get up after failure and try again ."
en,His,first,55,0,0,0,55,0.0,0.0,0.0,,,,"It was the world 's first popular computer . || And we know this because the first treatise on the astrolabe , the first technical manual in the English language , was written by Geoffrey Chaucer . || First thing that you do is you select a star in the night sky , if you 're telling time at night . || In fact , there is a text , and that has over a thousand uses of this first computer . || And the vast majority of this first computer was a portable device that you could keep in the back of your pocket ."
en,His,other,49,0,0,0,49,0.0,0.0,0.0,,,,"And on the back are some other devices , measuring tools and scales , to be able to make some calculations . || The other thing I found -- many of us have been taught to think there are facts and there are opinions -- after studying deniers , I think differently . || But here was the problem : British law put the onus , put the burden of proof on me to prove the truth of what I said , in contrast to as it would have been in the United States and in many other countries : on him to prove the falsehood . || In other words , he did n't have the evidence . || And because of the fact that I realized that I was able to learn things visually that I could n't learn in other ways , this became my strategy , this became my tactic for understanding everything else ."
en,His,great,48,0,2,1,45,0.0,0.6667,0.3333,,"But they were great , nonetheless . || They are our great - great - great - great - great - great -- continue that for about 7,000 times -- grandparents , and so that means we literally all are biological cousins as well , and estimates vary , but probably the farthest cousin you have on Earth is about a 50th cousin .","The job ahead of us , the task ahead of us , the challenge ahead of us is great .","He had n't always been a Holocaust denier , but in the late ' 80s , he embraced it with great vigor . || In high school , let 's just say I was n't a great student . || Great person . || I cite the definition given by the Algerian sociologist Marieme Helie Lucas , and she says that fundamentalisms , note the "" s , "" so within all of the world 's great religious traditions , "" fundamentalisms are political movements of the extreme right which in a context of globalization manipulate religion in order to achieve their political aims . "" || I 'm painfully aware that there has been an increase in discrimination against Muslims in recent years in countries like the U.K. and the U.S. , and that too is a matter of grave concern , but I firmly believe that telling these counter - stereotypical stories of people of Muslim heritage who have confronted the fundamentalists and been their primary victims is also a great way of countering that discrimination ."
